395578,	0x8140,	0xA1A1,	0xE38080,	//	�@
150324,	0x82CC,	0xA4CE,	0xE381AE,	//	��
122124,	0x815B,	0xA1BC,	0xE383BC,	//	�[
109859,	0x82A2,	0xA4A4,	0xE38184,	//	��
102815,	0x82B5,	0xA4B7,	0xE38197,	//	��
91442,	0x8142,	0xA1A3,	0xE38082,	//	�B
90858,	0x82C5,	0xA4C7,	0xE381A7,	//	��
84908,	0x8141,	0xA1A2,	0xE38081,	//	�A
84100,	0x82B7,	0xA4B9,	0xE38199,	//	��
83196,	0x82C9,	0xA4CB,	0xE381AB,	//	��
82905,	0x82C4,	0xA4C6,	0xE381A6,	//	��
77586,	0x82C8,	0xA4CA,	0xE381AA,	//	��
75826,	0x82E9,	0xA4EB,	0xE3828B,	//	��
70988,	0x82C6,	0xA4C8,	0xE381A8,	//	��
66550,	0x8393,	0xA5F3,	0xE383B3,	//	��
65673,	0x82DC,	0xA4DE,	0xE381BE,	//	��
65549,	0x82BD,	0xA4BF,	0xE3819F,	//	��
63876,	0x82CD,	0xA4CF,	0xE381AF,	//	��
62256,	0x8146,	0xA1A7,	0xEFBC9A,	//	�F
62032,	0x82F0,	0xA4F2,	0xE38292,	//	��
60414,	0x82F1,	0xA4F3,	0xE38293,	//	��
59498,	0x82A9,	0xA4AB,	0xE3818B,	//	��
57474,	0x8358,	0xA5B9,	0xE382B9,	//	�X
57420,	0x82AA,	0xA4AC,	0xE3818C,	//	��
51786,	0x82C1,	0xA4C3,	0xE381A3,	//	��
45819,	0x8367,	0xA5C8,	0xE38388,	//	�g
44623,	0x82A4,	0xA4A6,	0xE38186,	//	��
43556,	0x82E7,	0xA4E9,	0xE38289,	//	��
43417,	0x838B,	0xA5EB,	0xE383AB,	//	��
41715,	0x82B3,	0xA4B5,	0xE38195,	//	��
40459,	0x8145,	0xA1A6,	0xE383BB,	//	�E
40314,	0x82E0,	0xA4E2,	0xE38282,	//	��
40034,	0x8362,	0xA5C3,	0xE38383,	//	�b
39044,	0x82B1,	0xA4B3,	0xE38193,	//	��
38695,	0x82EA,	0xA4EC,	0xE3828C,	//	��
37388,	0x8343,	0xA5A4,	0xE382A4,	//	�C
36184,	0x84AA,	0xA8AC,	0xE29481,	//	��
35692,	0x8150,	0xA1B1,	0xEFBFA3,	//	�P
35408,	0x96BC,	0xCCBE,	0xE5908D,	//	��
33601,	0x82BE,	0xA4C0,	0xE381A0,	//	��
33477,	0x82E8,	0xA4EA,	0xE3828A,	//	��
31130,	0x838C,	0xA5EC,	0xE383AC,	//	��
30347,	0x834E,	0xA5AF,	0xE382AF,	//	�N
29643,	0x849F,	0xA8A1,	0xE29480,	//	��
29567,	0x93FA,	0xC6FC,	0xE697A5,	//	��
28747,	0x82AB,	0xA4AD,	0xE3818D,	//	��
27895,	0x82AD,	0xA4AF,	0xE3818F,	//	��
27572,	0x82A0,	0xA4A2,	0xE38182,	//	��
26895,	0x838A,	0xA5EA,	0xE383AA,	//	��
26879,	0x8381,	0xA5E1,	0xE383A1,	//	��
26775,	0x8389,	0xA5E9,	0xE383A9,	//	��
25249,	0x8357,	0xA5B8,	0xE382B8,	//	�W
23260,	0x8151,	0xA1B2,	0xEFBCBF,	//	�Q
23147,	0x8169,	0xA1CA,	0xEFBC88,	//	�i
23111,	0x8368,	0xA5C9,	0xE38389,	//	�h
22910,	0x82E6,	0xA4E8,	0xE38288,	//	��
22725,	0x96B3,	0xCCB5,	0xE784A1,	//	��
22585,	0x816A,	0xA1CB,	0xEFBC89,	//	�j
22537,	0x8341,	0xA5A2,	0xE382A2,	//	�A
22318,	0x8376,	0xA5D7,	0xE38397,	//	�v
21999,	0x8149,	0xA1AA,	0xEFBC81,	//	�I
21451,	0x835E,	0xA5BF,	0xE382BF,	//	�^
21073,	0x82AF,	0xA4B1,	0xE38191,	//	��
20882,	0x8374,	0xA5D5,	0xE38395,	//	�t
20865,	0x82A8,	0xA4AA,	0xE3818A,	//	��
19666,	0x8175,	0xA1D6,	0xE3808C,	//	�u
19380,	0x8176,	0xA1D7,	0xE3808D,	//	�v
19322,	0x82C7,	0xA4C9,	0xE381A9,	//	��
19063,	0x914F,	0xC1B0,	0xE5898D,	//	�O
17707,	0x82DD,	0xA4DF,	0xE381BF,	//	��
17619,	0x82BF,	0xA4C1,	0xE381A1,	//	��
17174,	0x82A6,	0xA4A8,	0xE38188,	//	��
17139,	0x82BB,	0xA4BD,	0xE3819D,	//	��
16904,	0x8356,	0xA5B7,	0xE382B7,	//	�V
16742,	0x938A,	0xC5EA,	0xE68A95,	//	��
16453,	0x82C2,	0xA4C4,	0xE381A4,	//	��
15872,	0x838D,	0xA5ED,	0xE383AD,	//	��
15609,	0x8D65,	0xB9C6,	0xE7A8BF,	//	�e
15358,	0x8352,	0xA5B3,	0xE382B3,	//	�R
15296,	0x8354,	0xA5B5,	0xE382B5,	//	�T
14782,	0x82B9,	0xA4BB,	0xE3819B,	//	��
14774,	0x834F,	0xA5B0,	0xE382B0,	//	�O
14486,	0x81A1,	0xA2A3,	0xE296A0,	//	��
14467,	0x8365,	0xA5C6,	0xE38386,	//	�e
14348,	0x9056,	0xBFB7,	0xE696B0,	//	�V
14298,	0x8148,	0xA1A9,	0xEFBC9F,	//	�H
14235,	0x837D,	0xA5DE,	0xE3839E,	//	�}
13356,	0x835A,	0xA5BB,	0xE382BB,	//	�Z
13279,	0x8385,	0xA5E5,	0xE383A5,	//	��
12867,	0x8380,	0xA5E0,	0xE383A0,	//	��
12801,	0x836F,	0xA5D0,	0xE38390,	//	�o
12798,	0x906C,	0xBFCD,	0xE4BABA,	//	�l
12485,	0x8F91,	0xBDF1,	0xE69BB8,	//	��
11953,	0x8366,	0xA5C7,	0xE38387,	//	�f
11930,	0x82E2,	0xA4E4,	0xE38284,	//	��
11632,	0x836A,	0xA5CB,	0xE3838B,	//	�j
11381,	0x834A,	0xA5AB,	0xE382AB,	//	�J
11302,	0x834C,	0xA5AD,	0xE382AD,	//	�L
10969,	0x82DF,	0xA4E1,	0xE38281,	//	��
10892,	0x975C,	0xCDBD,	0xE4BA88,	//	�\
10858,	0x96F1,	0xCCF3,	0xE7B484,	//	��
10819,	0x82ED,	0xA4EF,	0xE3828F,	//	��
10545,	0x835F,	0xA5C0,	0xE38380,	//	�_
10412,	0x815C,	0xA1BD,	0xE28095,	//	�\
10281,	0x82E1,	0xA4E3,	0xE38283,	//	��
10153,	0x8348,	0xA5A9,	0xE382A9,	//	�H
9720,	0x8163,	0xA1C4,	0xE280A6,	//	�c
9699,	0x8360,	0xA5C1,	0xE38381,	//	�`
9433,	0x9770,	0xCDD1,	0xE794A8,	//	�p
9336,	0x8250,	0xA3B1,	0xEFBC91,	//	�P
9318,	0x82CB,	0xA4CD,	0xE381AD,	//	��
9312,	0x824F,	0xA3B0,	0xEFBC90,	//	�O
9295,	0x8342,	0xA5A3,	0xE382A3,	//	�B
9289,	0x82B6,	0xA4B8,	0xE38198,	//	��
9262,	0x82D6,	0xA4D8,	0xE381B8,	//	��
9176,	0x8EA6,	0xBCA8,	0xE7A4BA,	//	��
9104,	0x8383,	0xA5E3,	0xE383A3,	//	��
9098,	0x8E9E,	0xBBFE,	0xE69982,	//	��
9087,	0x8E67,	0xBBC8,	0xE4BDBF,	//	�g
9050,	0x904D,	0xBFAE,	0xE4BFA1,	//	�M
9031,	0x88EA,	0xB0EC,	0xE4B880,	//	��
9023,	0x8370,	0xA5D1,	0xE38391,	//	�p
8978,	0x82B2,	0xA4B4,	0xE38194,	//	��
8973,	0x82EB,	0xA4ED,	0xE3828D,	//	��
8830,	0x8DEC,	0xBAEE,	0xE4BD9C,	//	��
8771,	0x8AD6,	0xB4D8,	0xE996A2,	//	��
8679,	0x8160,	0xA1C1,	0xEFBD9E,	//	�`
8666,	0x95F1,	0xCAF3,	0xE5A0B1,	//	��
8590,	0x967B,	0xCBDC,	0xE69CAC,	//	�{
8524,	0xDE,	0x8EDE,	0xEFBE9E,	//	�
8523,	0x8372,	0xA5D3,	0xE38393,	//	�r
8401,	0x815E,	0xA1BF,	0xEFBC8F,	//	�^
8323,	0x8F6F,	0xBDD0,	0xE587BA,	//	�o
8162,	0x82CE,	0xA4D0,	0xE381B0,	//	��
8161,	0x8272,	0xA3D3,	0xEFBCB3,	//	�r
8117,	0x8349,	0xA5AA,	0xE382AA,	//	�I
8102,	0x8375,	0xA5D6,	0xE38396,	//	�u
8100,	0x836C,	0xA5CD,	0xE3838D,	//	�l
8046,	0x815F,	0xA1C0,	0xEFBCBC,	//	�_
7945,	0x8C8E,	0xB7EE,	0xE69C88,	//	��
7876,	0x8D87,	0xB9E7,	0xE59088,	//	��
7846,	0x8387,	0xA5E7,	0xE383A7,	//	��
7839,	0x8345,	0xA5A6,	0xE382A6,	//	�E
7819,	0x8C9F,	0xB8A1,	0xE6A49C,	//	��
7712,	0x8369,	0xA5CA,	0xE3838A,	//	�i
7695,	0x8FEE,	0xBEF0,	0xE68385,	//	��
7547,	0x8DF5,	0xBAF7,	0xE7B4A2,	//	��
7493,	0x91E5,	0xC2E7,	0xE5A4A7,	//	��
7460,	0x8E96,	0xBBF6,	0xE4BA8B,	//	��
7454,	0x9286,	0xC3E6,	0xE4B8AD,	//	��
7341,	0x95AA,	0xCAAC,	0xE58886,	//	��
7317,	0x9094,	0xBFF4,	0xE695B0,	//	��
7149,	0x8CA9,	0xB8AB,	0xE8A68B,	//	��
7090,	0x8379,	0xA5DA,	0xE3839A,	//	�y
6989,	0x8DC5,	0xBAC7,	0xE69C80,	//	��
6971,	0x95FB,	0xCAFD,	0xE696B9,	//	��
6865,	0x82E5,	0xA4E7,	0xE38287,	//	��
6733,	0x837C,	0xA5DD,	0xE3839D,	//	�|
6709,	0x81A0,	0xA2A2,	0xE296A1,	//	��
6640,	0x9153,	0xC1B4,	0xE585A8,	//	�S
6626,	0x8ED2,	0xBCD4,	0xE88085,	//	��
6531,	0x8D73,	0xB9D4,	0xE8A18C,	//	�s
6519,	0x89BA,	0xB2BC,	0xE4B88B,	//	��
6489,	0x837E,	0xA5DF,	0xE3839F,	//	�~
6446,	0x94C2,	0xC8C4,	0xE69DBF,	//	��
6380,	0x955C,	0xC9BD,	0xE8A1A8,	//	�\
6379,	0x96DA,	0xCCDC,	0xE79BAE,	//	��
6377,	0x92E8,	0xC4EA,	0xE5AE9A,	//	��
6206,	0x8CEA,	0xB8EC,	0xE8AA9E,	//	��
6192,	0x8346,	0xA5A7,	0xE382A7,	//	�F
6180,	0x8CBE,	0xB8C0,	0xE8A880,	//	��
6172,	0x8251,	0xA3B2,	0xEFBC92,	//	�Q
6145,	0x9349,	0xC5AA,	0xE79A84,	//	�I
6143,	0x81C8,	0xA2CA,	0xE288A7,	//	��
6141,	0x82D7,	0xA4D9,	0xE381B9,	//	��
6080,	0x8D9E,	0xB9FE,	0xE8BEBC,	//	��
6078,	0x8E76,	0xBBD7,	0xE6809D,	//	�v
6035,	0x944E,	0xC7AF,	0xE5B9B4,	//	�N
6029,	0x8373,	0xA5D4,	0xE38394,	//	�s
5909,	0x8152,	0xA1B3,	0xE383BD,	//	�R
5886,	0x9841,	0xCFA2,	0xE980A3,	//	�A
5793,	0x9594,	0xC9F4,	0xE983A8,	//	��
5747,	0x8179,	0xA1DA,	0xE38090,	//	�y
5730,	0x817A,	0xA1DB,	0xE38091,	//	�z
5721,	0x93FC,	0xC6FE,	0xE585A5,	//	��
5707,	0x82DE,	0xA4E0,	0xE38280,	//	��
5622,	0x985E,	0xCFBF,	0xE98CB2,	//	�^
5622,	0x936F,	0xC5D0,	0xE799BB,	//	�o
5617,	0x89EF,	0xB2F1,	0xE4BC9A,	//	��
5524,	0x979D,	0xCDFD,	0xE79086,	//	��
5518,	0x82D9,	0xA4DB,	0xE381BB,	//	��
5510,	0x8FEA,	0xBEEC,	0xE5A0B4,	//	��
5506,	0x93E0,	0xC6E2,	0xE58685,	//	��
5461,	0x95B6,	0xCAB8,	0xE69687,	//	��
5360,	0x8C66,	0xB7C7,	0xE68EB2,	//	�f
5358,	0x8347,	0xA5A8,	0xE382A8,	//	�G
5351,	0x8FE3,	0xBEE5,	0xE4B88A,	//	��
5285,	0x814D,	0xA1AE,	0xEFBD80,	//	�M
5266,	0x8A4A,	0xB3AB,	0xE9968B,	//	�J
5222,	0x81A4,	0xA2A6,	0xE296BD,	//	��
5209,	0x93AE,	0xC6B0,	0xE58B95,	//	��
5208,	0x8AD4,	0xB4D6,	0xE99693,	//	��
5193,	0xDF,	0x8EDF,	0xEFBE9F,	//	�
5146,	0x8B4C,	0xB5AD,	0xE8A898,	//	�L
5113,	0x8363,	0xA5C4,	0xE38384,	//	�c
5061,	0x8DA1,	0xBAA3,	0xE4BB8A,	//	��
5054,	0x8E71,	0xBBD2,	0xE5AD90,	//	�q
5048,	0x8B43,	0xB5A4,	0xE6B097,	//	�C
5026,	0x8382,	0xA5E2,	0xE383A2,	//	��
4978,	0x819A,	0xA1FA,	0xE29885,	//	��
4960,	0x835C,	0xA5BD,	0xE382BD,	//	�\
4879,	0x93C7,	0xC6C9,	0xE8AAAD,	//	��
4878,	0x96E2,	0xCCE4,	0xE5958F,	//	��
4817,	0x88D3,	0xB0D5,	0xE6848F,	//	��
4808,	0x8EC0,	0xBCC2,	0xE5AE9F,	//	��
4790,	0x8EA9,	0xBCAB,	0xE887AA,	//	��
4738,	0x8D91,	0xB9F1,	0xE59BBD,	//	��
4714,	0x95CF,	0xCAD1,	0xE5A489,	//	��
4704,	0x976C,	0xCDCD,	0xE6A798,	//	�l
4703,	0x8E9A,	0xBBFA,	0xE5AD97,	//	��
4541,	0x836D,	0xA5CE,	0xE3838E,	//	�m
4536,	0xA5,	0x8EA5,	0xEFBDA5,	//	�
4517,	0x94AD,	0xC8AF,	0xE799BA,	//	��
4478,	0x81A5,	0xA2A7,	0xE296BC,	//	��
4389,	0x90B6,	0xC0B8,	0xE7949F,	//	��
4374,	0x82B8,	0xA4BA,	0xE3819A,	//	��
4366,	0x8261,	0xA3C2,	0xEFBCA2,	//	�a
4353,	0x8ED0,	0xBCD2,	0xE7A4BE,	//	��
4352,	0x8EF3,	0xBCF5,	0xE58F97,	//	��
4298,	0x8350,	0xA5B1,	0xE382B1,	//	�P
4281,	0x838F,	0xA5EF,	0xE383AF,	//	��
4278,	0x8162,	0xA1C3,	0xEFBD9C,	//	�b
4278,	0x8EE8,	0xBCEA,	0xE6898B,	//	��
4276,	0x92CA,	0xC4CC,	0xE9809A,	//	��
4204,	0x81CD,	0xA2CF,	0xE28880,	//	��
4203,	0xB0,	0x8EB0,	0xEFBDB0,	//	�
4143,	0x82DB,	0xA4DD,	0xE381BD,	//	��
4109,	0xCA,	0x8ECA,	0xEFBE8A,	//	�
4093,	0x8F9C,	0xBDFC,	0xE999A4,	//	��
4051,	0x82CA,	0xA4CC,	0xE381AC,	//	��
4048,	0x834B,	0xA5AC,	0xE382AC,	//	�K
4044,	0x8A77,	0xB3D8,	0xE5ADA6,	//	�w
4030,	0x90AC,	0xC0AE,	0xE68890,	//	��
4018,	0x817C,	0xA1DD,	0xEFBC8D,	//	�|
4015,	0x96D8,	0xCCDA,	0xE69CA8,	//	��
4003,	0x8340,	0xA5A1,	0xE382A1,	//	�@
3990,	0x9149,	0xC1AA,	0xE981B8,	//	�I
3989,	0x8359,	0xA5BA,	0xE382BA,	//	�Y
3934,	0x819F,	0xA2A1,	0xE29786,	//	��
3867,	0x8E9F,	0xBCA1,	0xE6ACA1,	//	��
3845,	0x9197,	0xC1F7,	0xE98081,	//	��
3845,	0x837A,	0xA5DB,	0xE3839B,	//	�z
3827,	0x8197,	0xA1F7,	0xEFBCA0,	//	��
3816,	0x9776,	0xCDD7,	0xE8A681,	//	�v
3794,	0x926D,	0xC3CE,	0xE79FA5,	//	�m
3771,	0x8252,	0xA3B3,	0xEFBC93,	//	�R
3767,	0x9862,	0xCFC3,	0xE8A9B1,	//	�b
3755,	0x8D58,	0xB9B9,	0xE69BB4,	//	�X
3752,	0xA4,	0x8EA4,	0xEFBDA4,	//	�
3748,	0x8F57,	0xBDB8,	0xE99B86,	//	�W
3742,	0x8C8F,	0xB7EF,	0xE4BBB6,	//	��
3731,	0x88C8,	0xB0CA,	0xE4BBA5,	//	��
3680,	0x91E8,	0xC2EA,	0xE9A18C,	//	��
3667,	0x8D80,	0xB9E0,	0xE9A085,	//	��
3650,	0x8378,	0xA5D9,	0xE38399,	//	�x
3611,	0x95D4,	0xCAD6,	0xE8BF94,	//	��
3592,	0x89C2,	0xB2C4,	0xE58FAF,	//	��
3583,	0x89BB,	0xB2BD,	0xE58C96,	//	��
3553,	0x84AB,	0xA8AD,	0xE29483,	//	��
3516,	0x836E,	0xA5CF,	0xE3838F,	//	�n
3514,	0x9085,	0xBFE5,	0xE6B0B4,	//	��
3504,	0x8444,	0xA7A5,	0xD094,	//	�D
3501,	0x90E6,	0xC0E8,	0xE58588,	//	��
3491,	0x90B3,	0xC0B5,	0xE6ADA3,	//	��
3462,	0x91CE,	0xC2D0,	0xE5AFBE,	//	��
3418,	0x945C,	0xC7BD,	0xE883BD,	//	�\
3403,	0x8CBB,	0xB8BD,	0xE78FBE,	//	��
3400,	0x8CE3,	0xB8E5,	0xE5BE8C,	//	��
3390,	0xDD,	0x8EDD,	0xEFBE9D,	//	�
3376,	0x89C1,	0xB2C3,	0xE58AA0,	//	��
3361,	0x94D4,	0xC8D6,	0xE795AA,	//	��
3360,	0xA7,	0x8EA7,	0xEFBDA7,	//	�
3327,	0x8DED,	0xBAEF,	0xE5898A,	//	��
3326,	0xC0,	0x8EC0,	0xEFBE80,	//	�
3295,	0x9569,	0xC9CA,	0xE59381,	//	�i
3279,	0x8EAB,	0xBCAD,	0xE8BE9E,	//	��
3269,	0x8E64,	0xBBC5,	0xE4BB95,	//	�d
3264,	0x9574,	0xC9D5,	0xE4BB98,	//	�t
3252,	0x93AF,	0xC6B1,	0xE5908C,	//	��
3237,	0x97BF,	0xCEC1,	0xE69699,	//	��
3237,	0x8355,	0xA5B6,	0xE382B6,	//	�U
3210,	0x82D1,	0xA4D3,	0xE381B3,	//	��
3192,	0x9285,	0xC3E5,	0xE79D80,	//	��
3159,	0x8143,	0xA1A4,	0xEFBC8C,	//	�C
3120,	0x8BE0,	0xB6E2,	0xE98791,	//	��
3106,	0x926E,	0xC3CF,	0xE59CB0,	//	�n
3104,	0x89F0,	0xB2F2,	0xE8A7A3,	//	��
3087,	0x8199,	0xA1F9,	0xE29886,	//	��
3077,	0x89F1,	0xB2F3,	0xE59B9E,	//	��
3057,	0x90AB,	0xC0AD,	0xE680A7,	//	��
3033,	0x82B0,	0xA4B2,	0xE38192,	//	��
3028,	0x91F0,	0xC2F2,	0xE68A9E,	//	��
3007,	0x91CC,	0xC2CE,	0xE4BD93,	//	��
3002,	0x8353,	0xA5B4,	0xE382B4,	//	�S
2999,	0x89E6,	0xB2E8,	0xE794BB,	//	��
2901,	0x89BD,	0xB2BF,	0xE4BD95,	//	��
2876,	0x8377,	0xA5D8,	0xE38398,	//	�w
2853,	0xBA,	0x8EBA,	0xEFBDBA,	//	�
2834,	0x8A4F,	0xB3B0,	0xE5A496,	//	�O
2825,	0x82AE,	0xA4B0,	0xE38190,	//	��
2781,	0x829F,	0xA4A1,	0xE38181,	//	��
2749,	0x837B,	0xA5DC,	0xE3839C,	//	�{
2737,	0x8B4B,	0xB5AC,	0xE8A68F,	//	�K
2707,	0x8E84,	0xBBE4,	0xE7A781,	//	��
2701,	0x8D82,	0xB9E2,	0xE9AB98,	//	��
2687,	0x9396,	0xC5F6,	0xE5BD93,	//	��
2677,	0x95DB,	0xCADD,	0xE4BF9D,	//	��
2660,	0x96BE,	0xCCC0,	0xE6988E,	//	��
2640,	0x935D,	0xC5BE,	0xE8BBA2,	//	�]
2639,	0x9640,	0xCBA1,	0xE6B395,	//	�@
2637,	0x8BB3,	0xB6B5,	0xE69599,	//	��
2615,	0x97AA,	0xCEAC,	0xE795A5,	//	��
2600,	0x9765,	0xCDC6,	0xE5AEB9,	//	�e
2599,	0x96DF,	0xCCE1,	0xE688BB,	//	��
2584,	0x9788,	0xCDE8,	0xE69DA5,	//	��
2569,	0xC9,	0x8EC9,	0xEFBE89,	//	�
2552,	0x9363,	0xC5C4,	0xE794B0,	//	�c
2549,	0x96EC,	0xCCEE,	0xE9878E,	//	��
2549,	0x8DC4,	0xBAC6,	0xE5868D,	//	��
2545,	0x8BC6,	0xB6C8,	0xE6A5AD,	//	��
2496,	0x93B9,	0xC6BB,	0xE98193,	//	��
2471,	0x8E51,	0xBBB2,	0xE58F82,	//	�Q
2456,	0x8253,	0xA3B4,	0xEFBC94,	//	�S
2453,	0x88DA,	0xB0DC,	0xE7A7BB,	//	��
2438,	0x819B,	0xA1FB,	0xE2978B,	//	��
2434,	0x8254,	0xA3B5,	0xEFBC95,	//	�T
2420,	0x91E3,	0xC2E5,	0xE4BBA3,	//	��
2418,	0x8181,	0xA1E1,	0xEFBC9D,	//	��
2408,	0x82D4,	0xA4D6,	0xE381B6,	//	��
2405,	0x93F1,	0xC6F3,	0xE4BA8C,	//	��
2374,	0x8C8B,	0xB7EB,	0xE7B590,	//	��
2365,	0x8F8A,	0xBDEA,	0xE68980,	//	��
2358,	0x9378,	0xC5D9,	0xE5BAA6,	//	�x
2357,	0x97CD,	0xCECF,	0xE58A9B,	//	��
2354,	0x8FAC,	0xBEAE,	0xE5B08F,	//	��
2352,	0x9798,	0xCDF8,	0xE588A9,	//	��
2346,	0x9354,	0xC5B5,	0xE585B8,	//	�T
2333,	0x9167,	0xC1C8,	0xE7B584,	//	�g
2323,	0x93C1,	0xC6C3,	0xE789B9,	//	��
2323,	0x8EE6,	0xBCE8,	0xE58F96,	//	��
2321,	0x92B7,	0xC4B9,	0xE995B7,	//	��
2312,	0xB6,	0x8EB6,	0xEFBDB6,	//	�
2303,	0x8260,	0xA3C1,	0xEFBCA1,	//	�`
2301,	0x8E77,	0xBBD8,	0xE68C87,	//	�w
2297,	0x8D90,	0xB9F0,	0xE5918A,	//	��
2294,	0x8144,	0xA1A5,	0xEFBC8E,	//	�D
2292,	0x90A2,	0xC0A4,	0xE4B896,	//	��
2274,	0x8386,	0xA5E6,	0xE383A6,	//	��
2268,	0x91BD,	0xC2BF,	0xE5A49A,	//	��
2228,	0x90ED,	0xC0EF,	0xE688A6,	//	��
2216,	0x8F89,	0xBDE9,	0xE5889D,	//	��
2212,	0x91BC,	0xC2BE,	0xE4BB96,	//	��
2211,	0x8183,	0xA1E3,	0xEFBC9C,	//	��
2209,	0x91E6,	0xC2E8,	0xE7ACAC,	//	��
2207,	0x95CA,	0xCACC,	0xE588A5,	//	��
2197,	0x88F8,	0xB0FA,	0xE5BC95,	//	��
2197,	0x90EC,	0xC0EE,	0xE5B79D,	//	��
2196,	0x8AB4,	0xB4B6,	0xE6849F,	//	��
2194,	0x8A6D,	0xB3CE,	0xE7A2BA,	//	�m
2184,	0x897E,	0xB1DF,	0xE58686,	//	�~
2176,	0x95A8,	0xCAAA,	0xE789A9,	//	��
2168,	0x8EAE,	0xBCB0,	0xE5BC8F,	//	��
2164,	0x938C,	0xC5EC,	0xE69DB1,	//	��
2164,	0x9573,	0xC9D4,	0xE4B88D,	//	�s
2162,	0x954B,	0xC9AC,	0xE5BF85,	//	�K
2145,	0x8DCF,	0xBAD1,	0xE6B888,	//	��
2140,	0x826C,	0xA3CD,	0xEFBCAD,	//	�l
2137,	0x8FC8,	0xBECA,	0xE79C81,	//	��
2132,	0x826D,	0xA3CE,	0xEFBCAE,	//	�m
2131,	0x95B7,	0xCAB9,	0xE8819E,	//	��
2122,	0x8184,	0xA1E4,	0xEFBC9E,	//	��
2111,	0x8C6F,	0xB7D0,	0xE7B58C,	//	�o
2102,	0x8970,	0xB1D1,	0xE88BB1,	//	�p
2100,	0x82D0,	0xA4D2,	0xE381B2,	//	��
2099,	0x81DC,	0xA2DE,	0xE28C92,	//	��
2094,	0x82BC,	0xA4BE,	0xE3819E,	//	��
2076,	0x8B40,	0xB5A1,	0xE6A99F,	//	�@
2073,	0xBF,	0x8EBF,	0xEFBDBF,	//	�
2066,	0x81A3,	0xA2A5,	0xE296B2,	//	��
2047,	0x8EBF,	0xBCC1,	0xE8B3AA,	//	��
2033,	0x90DD,	0xC0DF,	0xE8A8AD,	//	��
2033,	0x8F49,	0xBDAA,	0xE7B582,	//	�I
2033,	0x8D4C,	0xB9AD,	0xE5BA83,	//	�L
2025,	0x8D6C,	0xB9CD,	0xE88083,	//	�l
2019,	0x8C5E,	0xB7BF,	0xE59E8B,	//	�^
2018,	0x9379,	0xC5DA,	0xE59C9F,	//	�y
2016,	0x928D,	0xC3ED,	0xE6B3A8,	//	��
2013,	0x8AC7,	0xB4C9,	0xE7AEA1,	//	��
2002,	0x815D,	0xA1BE,	0xE28090,	//	�]
1998,	0x88E1,	0xB0E3,	0xE98195,	//	��
1997,	0x8CF6,	0xB8F8,	0xE585AC,	//	��
1992,	0x96A1,	0xCCA3,	0xE591B3,	//	��
1976,	0x918A,	0xC1EA,	0xE79BB8,	//	��
1969,	0x8CB3,	0xB8B5,	0xE58583,	//	��
1948,	0x94C5,	0xC8C7,	0xE78988,	//	��
1945,	0x8A79,	0xB3DA,	0xE6A5BD,	//	�y
1941,	0x8E4F,	0xBBB0,	0xE4B889,	//	�O
1932,	0x8F97,	0xBDF7,	0xE5A5B3,	//	��
1927,	0x9364,	0xC5C5,	0xE99BBB,	//	�d
1921,	0x82E4,	0xA4E6,	0xE38286,	//	��
1912,	0x8E52,	0xBBB3,	0xE5B1B1,	//	�R
1904,	0x8351,	0xA5B2,	0xE382B2,	//	�Q
1892,	0x8AFA,	0xB4FC,	0xE69C9F,	//	��
